Index, Checkpoint Creation, Checkpoint Location, Permission Change, Image Creation, Image Push, Pod Ready, Total
471, 1033, 6, 18, 1080, 4183, 30369, 37003
472, 1082, 7, 18, 1157, 4293, 3531, 10388
473, 1036, 6, 19, 1133, 4645, 30332, 37494
474, 1182, 6, 18, 1209, 4361, 4293, 11389
475, 1084, 6, 17, 1196, 4350, 30389, 37346
476, 1199, 6, 19, 1223, 4261, 4397, 11429
477, 1052, 6, 20, 1263, 4334, 30400, 37381
478, 1126, 7, 19, 1263, 4842, 3732, 11326
479, 1053, 6, 17, 1223, 4621, 30394, 37634
480, 1176, 7, 18, 1307, 4474, 3822, 11128
481, 1066, 6, 17, 1234, 4141, 30376, 37179
482, 1080, 6, 20, 1283, 4540, 4208, 11453
483, 1100, 8, 18, 1175, 4362, 30380, 37350
484, 1019, 8, 20, 1220, 4293, 4514, 11380
485, 1045, 7, 20, 1277, 5469, 30398, 38565
486, 1069, 7, 18, 1311, 4487, 4060, 11291
487, 1049, 6, 18, 1324, 4321, 30377, 37424
488, 1133, 8, 20, 1412, 4467, 4002, 11392
489, 999, 7, 19, 1266, 4589, 30405, 37631
490, 1118, 7, 20, 1174, 4830, 4034, 11520
491, 1023, 8, 20, 1317, 4660, 30396, 37748
492, 1160, 8, 20, 1280, 4841, 3922, 11565
493, 1013, 6, 17, 1308, 4659, 30357, 37687
494, 1056, 7, 20, 1261, 4671, 4199, 11553
495, 995, 7, 19, 1339, 4732, 30369, 37794
496, 1029, 7, 20, 1245, 4617, 4283, 11536
